"Name","Race","Gender","Class","Realm","Guild","AchievementPoints","HonorableKills","Faction","AppearanceCount","CharacterAge","PlayedTime","AchievementsTotal","ilvl"
"Dukks",9,1,9,"WoD","Parental Advisory",1460,183,"Horde",0,"6 years 11 months 18 days",521589,-1,
"Sofrito",26,1,1,"Evermoon","Boombastic",1460,183,"Horde",0,"4 years 7 months 30 days",908335,-1,
"Luffiyj",4,0,1,"Evermoon","Yin Yang",1460,179,"Alliance",339,"1 years 0 months 27 days",451862,6695,
"Shrekkytwo",8,1,9,"Evermoon","Storm",1460,174,"Horde",133,"6 years 0 months 30 days",873005,12620,
"Ladi",8,0,7,"Evermoon","Chicken Squad",1460,170,"Horde",0,"7 years 3 months 7 days",1449671,-1,
"Potatismos",2,0,3,"Evermoon","Placeholder",1460,160,"Horde",0,"5 years 6 months 26 days",967664,-1,
"Glorck",2,0,3,"Evermoon","Huolon up",1460,157,"Horde",0,"8 years 9 months 28 days",601684,-1,
"Aged",1,0,2,"Tauri","Lords of Stormwind City",1460,144,"Alliance",0,"12 years 6 months 19 days",631855,-1,
"Professzor",1,0,5,"Tauri","Kallódó Hösök",1460,134,"Alliance",163,"16 years 4 months 29 days",3655798,2490,
"Koin",9,1,7,"Evermoon","Oceanic",1460,132,"Horde",0,"7 years 0 months 17 days",800609,-1,
"Turbodurgo",1,0,4,"Tauri","A Keresztesek",1460,130,"Alliance",377,"15 years 7 months 6 days",1089823,20895,
"Lavatroll",8,0,7,"Evermoon","Orden Oscura",1460,127,"Horde",0,"5 years 5 months 28 days",764487,-1,
"Emplase",4,1,11,"WoD","Cukorborsó",1460,123,"Alliance",0,"10 years 0 months 26 days",648616,-1,
"Shvagier",1,0,6,"Tauri","Shadow Raiders",1460,121,"Alliance",0,"7 years 7 months 20 days",610658,-1,
"Zally",10,1,8,"Evermoon","Ninjas in Potatoes",1460,117,"Horde",505,"1 years 4 months 0 days",621544,3805,
"Dèlia",4,1,3,"Evermoon","Jade Vault",1460,108,"Alliance",0,"5 years 7 months 22 days",1222621,-1,
"Elsaa",10,1,8,"Evermoon","Poder das Batatas",1460,108,"Horde",0,"5 years 0 months 11 days",724129,-1,
"Pachicho",6,0,2,"Evermoon","Raiders of Void",1460,108,"Horde",215,"1 years 9 months 28 days",723991,3560,
"Coldunqt",2,0,7,"Evermoon","retail andy",1460,105,"Horde",0,"5 years 3 months 14 days",629309,-1,
"Ginchi",25,1,10,"Evermoon","The Veterans",1460,102,"Alliance",408,"4 years 11 months 10 days",610982,1865,
"Öregkutyi",2,0,6,"Tauri","Pannonia",1460,97,"Horde",0,"4 years 7 months 23 days",642214,-1,
"Quikand",8,0,11,"Evermoon","Dioses del Pve",1460,96,"Horde",0,"2 years 5 months 0 days",526137,-1,
"Pegged",5,0,10,"Evermoon","A Murder of Crows",1460,91,"Horde",278,"1 years 7 months 4 days",315622,5375,850.63
"Asasinated",5,0,4,"WoD","True Horde",1460,88,"Horde",105,"9 years 8 months 13 days",334516,5010,
"Monstories",22,0,8,"Evermoon","Vicarious",1460,88,"Alliance",0,"9 years 0 months 27 days",643205,-1,
"Juanitalopez",10,1,2,"Evermoon","Chicken Squad",1460,84,"Horde",167,"6 years 4 months 26 days",751238,9390,
"Pampom",26,1,7,"Evermoon","MiniDowns",1460,84,"Horde",309,"1 years 10 months 26 days",619878,2275,
"Astarõth",5,0,9,"Evermoon","Héroes de la Niebla",1460,81,"Horde",242,"4 years 6 months 8 days",755064,1775,
"Shadowchaoss",11,1,5,"Tauri","In pivo veritas",1460,78,"Alliance",0,"9 years 9 months 13 days",951886,-1,
"Mczuggyzug",2,0,1,"Evermoon","Zsibbadt egerek",1460,73,"Horde",279,"2 years 10 months 29 days",875844,10375,
"Toomakoo",10,0,5,"Evermoon","GUARDIANES DE LA HORDA",1460,73,"Horde",553,"0 years 8 months 25 days",531519,1615,
"Rawkus",11,0,2,"Evermoon","Chimken and the Nuggies",1460,69,"Alliance",0,"4 years 7 months 20 days",870265,-1,
"Janewilde",10,1,6,"Evermoon","Methformina",1460,67,"Horde",0,"4 years 11 months 12 days",445029,-1,
"Frutillitas",1,1,3,"Evermoon","Meraki",1460,66,"Alliance",111,"4 years 5 months 28 days",991329,2870,
"Elwarr",6,0,1,"Evermoon","Escuadrón Zero",1460,65,"Horde",386,"0 years 5 months 14 days",358384,2280,
"Rins",1,1,8,"Tauri","Inner Sanctum",1460,63,"Alliance",0,"12 years 5 months 16 days",802691,-1,
"Dunjakg",10,1,9,"Evermoon","Ascendant",1460,61,"Horde",394,"4 years 5 months 24 days",748653,4135,837.6
"Nekropedofil",1,0,9,"Tauri","Nightcore",1460,61,"Alliance",0,"9 years 11 months 9 days",1101418,-1,
"Khaarun",2,0,6,"Tauri","Forgotten Warriors",1460,60,"Horde",0,"16 years 6 months 19 days",1613493,-1,
"Pathogen",22,0,9,"Evermoon","Heralds of Argus",1460,60,"Alliance",175,"7 years 1 months 5 days",493131,19560,
"Spedifen",11,1,5,"Evermoon","Plows sans Frontières",1460,59,"Alliance",0,"6 years 4 months 14 days",588907,-1,
"Butus",8,0,10,"Evermoon","Zsibbadt egerek",1460,57,"Horde",0,"2 years 5 months 26 days",660463,-1,
"Avasyn",1,1,2,"Evermoon","Pampangas Best",1460,51,"Alliance",461,"0 years 1 months 9 days",653729,1795,840.56
"Keszar",10,0,4,"Evermoon","The Twilight Horde",1460,50,"Horde",0,"5 years 10 months 28 days",676891,-1,
"Wtfumean",8,0,3,"Evermoon","BabyBaby",1460,48,"Horde",0,"5 years 8 months 0 days",374697,-1,
"Befogodd",1,1,2,"Tauri","MagányosFarkas",1460,47,"Alliance",486,"4 years 11 months 20 days",527710,-1,
"Lasardine",8,0,11,"Evermoon","FC Taudis",1460,47,"Horde",0,"7 years 2 months 4 days",882687,-1,
"Hillyn",5,1,9,"Evermoon","Aranytoll",1460,45,"Horde",0,"3 years 0 months 21 days",735170,-1,
"Tirofijo",4,0,3,"Tauri","Alianza Latina",1460,45,"Alliance",363,"5 years 6 months 16 days",1130019,-1,
"Sacharissa",10,1,8,"Evermoon","CannabisCountryClub",1460,36,"Horde",0,"3 years 6 months 24 days",962702,-1,
"西西小可",5,1,10,"WoD","王者歸来",1460,32,"Horde",0,"7 years 1 months 1 days",664458,-1,
"Aedhal",10,0,3,"Evermoon","Legion of Death",1460,31,"Horde",0,"6 years 4 months 11 days",859601,-1,
"Hoilynn",1,0,3,"Tauri","Lighting Darkness",1460,30,"Alliance",436,"8 years 1 months 2 days",774351,7135,
"Louixe",6,0,2,"Evermoon","Oceanic",1460,29,"Horde",0,"5 years 0 months 5 days",615390,-1,
"Hupikek",1,0,2,"Tauri","Legendary of the Azeroth",1460,28,"Alliance",0,"7 years 4 months 20 days",1089076,-1,
"Manioka",2,0,3,"Evermoon","Rosszcsontok",1460,27,"Horde",0,"3 years 0 months 12 days",461912,-1,
"Obamacare",26,0,10,"Tauri","Pirates of Azeroth",1460,27,"Horde",0,"9 years 4 months 4 days",989791,-1,
"Renatodk",22,0,6,"WoD","FREE GOLD",1460,27,"Alliance",92,"4 years 11 months 17 days",224416,15490,
"Szerzet",1,0,5,"Tauri","Demons Of Decay",1460,27,"Alliance",0,"9 years 1 months 1 days",1642333,-1,
"Wakesick",2,0,6,"Evermoon","Spirits of Elune",1460,24,"Horde",274,"1 years 4 months 13 days",501531,8105,
"Fid",26,0,10,"Evermoon","Hijos De Odyn",1460,23,"Horde",348,"2 years 6 months 29 days",565668,1645,
"Eicon",10,0,2,"Evermoon","Hijos De Odyn",1460,21,"Horde",409,"1 years 11 months 24 days",1120825,1775,
"Kheryah",5,1,10,"Evermoon","ComebackGang",1460,21,"Horde",341,"4 years 11 months 25 days",346559,-1,
"Lilemitoxd",4,0,11,"Evermoon","Yin Yang",1460,21,"Alliance",140,"4 years 2 months 23 days",533125,18355,
"Zulmoraq",8,0,7,"Tauri","The A Teäm",1460,21,"Horde",0,"10 years 9 months 30 days",475607,-1,
"Succabus",1,1,9,"Evermoon","Aftermath",1460,19,"Alliance",0,"3 years 11 months 14 days",228004,-1,
"Ravnyr",10,0,12,"Evermoon","The Rising Phoenix",1460,18,"Horde",309,"0 years 7 months 23 days",301129,4855,
"Seed",2,1,7,"Tauri","ParanoiD",1460,18,"Horde",749,"8 years 7 months 22 days",1111558,-1,
"Kaatju",11,1,5,"Tauri","Erdélyi Pálinkások",1460,14,"Alliance",257,"14 years 7 months 21 days",1131499,-1,
"Lilidoria",10,1,5,"Tauri","Seven Deadly Sins",1460,14,"Horde",0,"13 years 6 months 0 days",1415662,-1,
"Dant",10,0,6,"Tauri","Alliance population control",1460,13,"Horde",0,"13 years 5 months 13 days",792651,-1,
"Rissecla",1,1,4,"Evermoon","Ace Of Spades",1460,12,"Alliance",672,"0 years 0 months 21 days",644868,1555,828.81
"Shroomspower",4,0,11,"Evermoon","Hybrid Theory",1460,12,"Alliance",364,"0 years 1 months 24 days",480458,4510,850.63
"Redmami",22,1,6,"Tauri","Recharge",1460,11,"Alliance",404,"11 years 7 months 14 days",1576950,-1,
"Vatikán",3,0,5,"Tauri","Fire Falcon",1460,11,"Alliance",491,"2 years 6 months 10 days",592619,8845,
"Juanitomoro",3,0,8,"Evermoon","Risen United",1460,10,"Alliance",253,"3 years 2 months 11 days",321655,12800,
"Ouaicéglorie",10,1,2,"Evermoon","Témérité",1460,10,"Horde",223,"2 years 11 months 3 days",483630,6375,849.88
"Shandriel",4,1,4,"Evermoon","Six Seven",1460,10,"Alliance",316,"3 years 8 months 23 days",223956,12895,767
"Wardyan",11,0,10,"Evermoon","Wanted Killers",1460,10,"Alliance",0,"4 years 3 months 20 days",972703,-1,
"Gebura",1,1,1,"Evermoon","Хранители Вечности",1460,9,"Alliance",0,"4 years 4 months 9 days",549997,-1,
"Halleluyah",8,1,5,"Tauri","Never Ending Nightmare",1460,9,"Horde",235,"5 years 10 months 24 days",474252,16065,
"Lilauli",11,1,2,"Evermoon","Patrulleros de Azeroth",1460,9,"Alliance",240,"3 years 8 months 18 days",690735,-1,
"Fiction",1,0,6,"WoD","Herald of Darkness",1460,8,"Alliance",93,"13 years 2 months 12 days",268563,5490,
"Lostru",5,0,3,"Evermoon","Искатели легенд",1460,8,"Horde",581,"0 years 10 months 18 days",965767,1860,849.13
"Brakly",2,0,1,"Evermoon","Eternal Wipe",1460,7,"Horde",750,"3 years 2 months 7 days",1054504,-1,
"Fadder",6,0,11,"Evermoon","Champion OF The Horde",1460,7,"Horde",526,"0 years 9 months 17 days",353499,1735,
"Nesko",2,0,1,"WoD","Cha Ching",1460,7,"Horde",428,"1 years 8 months 14 days",367998,7165,
"Palancalpiso",1,0,2,"Evermoon","Alma Nocturna",1460,7,"Alliance",551,"5 years 0 months 26 days",933671,1695,852.56
"Shoton",1,0,10,"Tauri","Sleeping Knights",1460,6,"Alliance",0,"8 years 3 months 28 days",603002,-1,
"Acros",2,0,7,"Evermoon","EL CARTEL DE AZEROTH",1460,5,"Horde",433,"0 years 1 months 14 days",608166,1595,852.81
"Arhex",4,1,12,"Evermoon","Army of Divergent",1460,5,"Alliance",295,"0 years 7 months 30 days",423856,5595,848.5
"Mathras",10,0,10,"Evermoon","Titanes de Azeroth",1460,5,"Horde",0,"2 years 11 months 12 days",370116,-1,
"Chicup",1,1,10,"Evermoon","OldSchool",1460,4,"Alliance",0,"4 years 11 months 1 days",403402,-1,
"Fényado",4,0,6,"Tauri","Pirates of Juicy Fruits",1460,4,"Alliance",0,"14 years 1 months 22 days",985749,-1,
"Groweltar",25,0,10,"Evermoon","Dynasty",1460,4,"Alliance",0,"5 years 9 months 23 days",629643,-1,
"Gyárihibás",10,1,10,"Tauri","Kerubs of Azeroth",1460,4,"Horde",339,"2 years 7 months 24 days",484364,9090,
"Magicfingers",6,1,2,"WoD","Asylum of the Chaos",1460,4,"Horde",0,"9 years 8 months 5 days",748404,-1,
"Bah",6,0,11,"Tauri","Bloodforge",1460,3,"Horde",453,"9 years 9 months 15 days",1009552,14385,
"Mcpisti",9,0,4,"Evermoon","Zsibbadt egerek",1460,3,"Horde",0,"1 years 7 months 13 days",606979,-1,
"Palamoustach",10,0,8,"Evermoon","Need du stuff",1460,3,"Horde",278,"4 years 8 months 1 days",933947,4260,
"Rucrom",10,0,12,"Evermoon","El Atardecer Sombrio",1460,3,"Horde",164,"0 years 4 months 1 days",204009,2860,
"Annjynn",8,1,7,"Tauri","die alliance die",1460,2,"Horde",0,"12 years 0 months 25 days",618721,-1,
"Forabeer",26,0,3,"Evermoon","Unicorns",1460,2,"Horde",357,"0 years 1 months 8 days",775564,1665,702.87
"Jetoro",6,0,2,"Evermoon","Lo Mostro",1460,2,"Horde",389,"0 years 10 months 18 days",388685,1605,
"Lelüülëk",2,0,3,"Tauri","The Knights of Death",1460,2,"Horde",0,"8 years 8 months 1 days",656596,-1,
"Sadnescs",1,0,9,"Evermoon","Eternal",1460,2,"Alliance",220,"9 years 0 months 24 days",531551,11480,
"Frederic",5,0,8,"Evermoon","Babes at Dreamhack",1460,1,"Horde",0,"7 years 1 months 27 days",401278,-1,
"Horusz",6,0,11,"Tauri","Kárhozottak",1460,1,"Horde",457,"8 years 8 months 23 days",823863,-1,
"Skragga",2,1,1,"WoD","DragonBorn",1460,1,"Horde",89,"2 years 6 months 17 days",178451,-1,
"Zuras",8,0,11,"Tauri","Cradle",1460,1,"Horde",0,"8 years 11 months 21 days",463644,-1,
"Artdark",10,1,6,"Evermoon","Hijos De Odyn",1460,0,"Horde",288,"4 years 10 months 18 days",930121,1500,
"Broonxx",3,0,5,"Evermoon","Crows at Midnight",1460,0,"Alliance",363,"1 years 6 months 3 days",364803,5240,
"Csello",10,0,6,"Tauri","Terepasztal lovagjai",1460,0,"Horde",293,"13 years 1 months 27 days",973222,9670,
"Cuernonegro",6,0,11,"WoD","Inmortales latinos",1460,0,"Horde",96,"1 years 2 months 28 days",356490,2385,
"Ferojin",8,0,11,"Evermoon","Viva el Vino",1460,0,"Horde",782,"1 years 0 months 21 days",553551,-1,
"Grymforge",3,0,2,"Evermoon","Ace Of Spades",1460,0,"Alliance",346,"1 years 2 months 19 days",2171671,1830,
"Maqarena",8,1,11,"Evermoon","Thot Process",1460,0,"Horde",0,"7 years 5 months 16 days",990108,-1,
"Monkhudee",26,0,10,"WoD","The Banished",1460,0,"Horde",271,"9 years 7 months 14 days",566116,15065,
"Naujaijem",10,0,2,"Evermoon","El Atardecer Sombrio",1460,0,"Horde",415,"3 years 3 months 21 days",620028,1590,
"Rogzen",1,0,4,"Evermoon","Simulation",1460,0,"Alliance",628,"0 years 4 months 8 days",854504,1800,811.81
"Trollaco",8,0,3,"Evermoon","Amanecer Doradø",1460,0,"Horde",358,"2 years 8 months 26 days",448178,2995,
"Vancanto",10,1,8,"Tauri","AGGRO",1460,0,"Horde",0,"14 years 5 months 27 days",557040,-1,
"Colorboy",1,0,5,"WoD","székesfehérváriak",1455,19646,"Alliance",123,"16 years 5 months 14 days",1127158,4800,
"Dukugróf",11,0,7,"WoD","Nothing is true",1455,12184,"Alliance",0,"7 years 1 months 2 days",4868310,-1,
"Blastroidz",11,1,7,"WoD","League of Gladiator",1455,9678,"Alliance",0,"8 years 9 months 19 days",1888315,-1,
"Trinett",7,1,9,"WoD","Eternal Legion",1455,7978,"Alliance",0,"13 years 10 months 0 days",1039210,-1,
"Volkam",3,0,7,"WoD","Myriad",1455,7946,"Alliance",0,"4 years 10 months 6 days",786923,-1,
"Jinzorn",1,1,8,"Tauri","Boomers",1455,7816,"Alliance",0,"11 years 4 months 0 days",1428300,-1,
"Vassdudu",6,0,11,"Tauri","HuncutHunHorda",1455,5727,"Horde",246,"16 years 8 months 27 days",1191213,3270,759.19
"Adwarf",3,0,7,"Evermoon","Nova",1455,5470,"Alliance",369,"1 years 9 months 17 days",886709,4135,
"Boloondos",11,1,7,"WoD","székesfehérváriak",1455,4905,"Alliance",139,"12 years 10 months 10 days",952088,4615,
"Delirios",5,0,5,"WoD","Pink Rabbits",1455,4797,"Horde",0,"8 years 6 months 24 days",777613,-1,
"Szeranit",10,0,5,"Tauri","Szeran",1455,4658,"Horde",141,"16 years 0 months 2 days",1100124,-1,
"Reingaa",2,0,7,"Evermoon","The Carnivorous Snigels",1455,4568,"Horde",372,"1 years 7 months 17 days",573454,7460,
"Lastshadows",8,0,11,"Evermoon","GUARDIANES DE LA HORDA",1455,3479,"Horde",324,"1 years 7 months 21 days",691953,3225,
"Aaloyy",11,1,3,"Evermoon","Cara Máxima",1455,3448,"Alliance",535,"0 years 9 months 9 days",538853,3830,
"Wiiggatsu",2,0,1,"WoD","Awakening",1455,3315,"Horde",136,"12 years 10 months 7 days",740458,-1,
"Aravae",10,1,4,"Tauri","The Infinity",1455,3183,"Horde",0,"11 years 2 months 22 days",637057,-1,
"Jazminapja",2,0,6,"Tauri","The GUARDIANS",1455,3182,"Horde",0,"16 years 8 months 12 days",2422248,-1,
"Holymane",22,0,6,"Tauri","OneHeda team",1455,3167,"Alliance",0,"10 years 10 months 18 days",789478,-1,
"Screenlock",1,0,9,"WoD","alphaBlood",1455,3167,"Alliance",147,"15 years 6 months 13 days",641360,2645,
"Shadowaper",1,0,8,"Evermoon","La Cruzada Escarlata",1455,3129,"Alliance",325,"0 years 11 months 16 days",744775,1800,
"Girlzdontcry",1,0,6,"Tauri","Rejuvenation",1455,3017,"Alliance",0,"15 years 9 months 14 days",560069,-1,
"Pallosi",1,1,2,"WoD","Azeroth Defenders",1455,3009,"Alliance",0,"15 years 9 months 0 days",411928,-1,
"Brassói",1,0,9,"WoD","pass me the lighter",1455,2700,"Alliance",0,"7 years 6 months 9 days",494472,-1,
"Hiszt",1,1,3,"WoD","Eternal Legion",1455,2679,"Alliance",0,"10 years 10 months 23 days",982574,-1,
"Premaid",11,1,10,"Evermoon","",1455,2624,"Alliance",0,"5 years 9 months 26 days",598943,-1,
"Jilia",4,1,4,"WoD","Dragonflight Guardians",1455,2589,"Alliance",0,"15 years 0 months 3 days",404964,-1,
"Seniorsam",3,0,1,"Tauri","CENZORED",1455,2373,"Alliance",623,"6 years 4 months 17 days",720295,12375,
"Dinus",10,1,1,"WoD","",1455,2138,"Horde",0,"10 years 5 months 5 days",895330,-1,
"Urohana",10,1,10,"Evermoon","Skill Issue",1455,2129,"Horde",326,"0 years 10 months 29 days",584848,6285,
"Eavenex",1,0,2,"Evermoon","V A L H A L L A",1455,1986,"Alliance",475,"0 years 9 months 26 days",614295,4480,783
"Päin",5,1,4,"Tauri","BAD",1455,1982,"Horde",0,"14 years 6 months 29 days",647299,-1,
"Dalindor",4,0,4,"WoD","Engineering Trainer",1455,1814,"Alliance",0,"15 years 1 months 16 days",1057591,-1,
"Esöhozó",9,0,7,"Tauri","Evil Knights",1455,1707,"Horde",0,"11 years 10 months 16 days",725276,-1,
"Zargosh",2,0,7,"Tauri","Chaos Theory",1455,1650,"Horde",0,"17 years 0 months 14 days",1267081,-1,
"Harderon",6,0,6,"Tauri","Beettem Az Aranyalmát xd",1455,1517,"Horde",540,"1 years 7 months 11 days",475367,7905,
"Educito",10,0,5,"Evermoon","El Atardecer Sombrio",1455,1500,"Horde",0,"4 years 8 months 28 days",645791,-1,
"Pí",9,0,6,"Tauri","Sonka Osztag",1455,1420,"Horde",303,"9 years 11 months 9 days",977060,-1,
"Eguora",7,1,4,"Tauri","Deja Vu",1455,1410,"Alliance",464,"11 years 3 months 30 days",1218143,5125,
"Jöhnter",1,0,3,"Evermoon","",1455,1351,"Alliance",0,"5 years 8 months 12 days",459191,-1,
"Zizidan",10,0,12,"Tauri","The Executioners Of Sargeras",1455,1346,"Horde",137,"0 years 7 months 30 days",387396,16580,
"Shadowcandy",8,1,7,"WoD","Thunder Lords Legion",1455,1305,"Horde",0,"12 years 0 months 8 days",851814,-1,
"Prohunt",10,1,3,"Evermoon","Alkomasters",1455,1300,"Horde",652,"1 years 6 months 6 days",434306,4450,800.47
"Scarlata",8,1,9,"Evermoon","Søul Øf Gløry",1455,1196,"Horde",423,"2 years 11 months 3 days",570167,3100,838.8
"Äthëna",8,1,5,"Evermoon","SNAFU",1455,1146,"Horde",401,"0 years 9 months 12 days",363598,-1,
"Arcenon",10,0,3,"Evermoon","Skill Issue",1455,1006,"Horde",309,"0 years 6 months 1 days",319091,5570,
"Deerwind",1,1,3,"Evermoon","World of Warcraft",1455,1006,"Alliance",304,"0 years 8 months 29 days",413539,8170,823.67
"Yooneihunt",2,0,3,"Evermoon","monkey",1455,1001,"Horde",303,"0 years 2 months 1 days",532499,1820,848.94
"Xafet",1,0,10,"WoD","Herald of Darkness",1455,988,"Alliance",0,"7 years 1 months 23 days",177916,-1,
"Calamastia",4,1,4,"Evermoon","Portadores del Apagon",1455,974,"Alliance",581,"0 years 8 months 22 days",676533,1905,
"Denvers",26,1,10,"Tauri","Skinheads",1455,955,"Horde",454,"9 years 7 months 16 days",469477,6740,
"Dreamon",1,0,8,"Evermoon","Fekete Hold",1455,906,"Alliance",157,"3 years 7 months 26 days",511302,11490,
"Sweetx",5,1,5,"WoD","Decay",1455,782,"Horde",0,"6 years 8 months 11 days",227057,-1,
"Origa",10,1,9,"Tauri","Hordecore Pørnstars",1455,751,"Horde",394,"0 years 8 months 17 days",302970,16310,
"Dollarion",10,0,8,"Tauri","Arthas",1455,730,"Horde",0,"14 years 7 months 8 days",1174528,-1,
"Laeni",10,1,3,"Evermoon","Sunstriders",1455,710,"Horde",406,"5 years 0 months 8 days",608985,5320,
"Driid",4,1,11,"WoD","SUPERMARIØ DEATHSQUAD",1455,705,"Alliance",0,"10 years 9 months 17 days",295863,-1,
"Arzula",4,1,11,"Evermoon","",1455,663,"Alliance",0,"5 years 8 months 14 days",557367,-1,
"Pokket",8,1,8,"Evermoon","Raidloggen",1455,637,"Horde",0,"9 years 6 months 3 days",1121203,-1,
"Merlyel",10,0,8,"Evermoon","Zsibbadt egerek",1455,629,"Horde",357,"0 years 7 months 27 days",963307,12920,816.8
"Aragonita",11,1,7,"Evermoon","ARMAGEDON",1455,551,"Alliance",0,"4 years 5 months 13 days",669325,-1,
"Parish",10,1,5,"Tauri","Vanquish",1455,542,"Horde",0,"12 years 3 months 16 days",797966,-1,
"Tyrianel",2,0,7,"Evermoon","Legions Bane",1455,497,"Horde",125,"10 years 7 months 7 days",660201,3275,
"Bombido",6,0,11,"Evermoon","Los Mexicano",1455,486,"Horde",496,"0 years 8 months 20 days",477146,2005,
"Totedlee",10,0,8,"Tauri","BAD",1455,467,"Horde",0,"7 years 9 months 9 days",1211498,-1,
"Lockyoudown",1,1,9,"Evermoon","Ace Of Spades",1455,449,"Alliance",193,"4 years 7 months 26 days",1863814,11175,
"Krifling",5,0,9,"Tauri","Nightcrawlers",1455,425,"Horde",0,"8 years 6 months 12 days",989171,-1,
"Cazaalis",8,1,3,"Evermoon","EL CARTEL DE AZEROTH",1455,420,"Horde",494,"0 years 7 months 1 days",514052,3120,
"Xyrvon",6,0,11,"Evermoon","Unicorns",1455,403,"Horde",439,"0 years 2 months 15 days",446279,2160,800.88
"Leyanm",2,1,10,"Evermoon","EL CARTEL DE AZEROTH",1455,350,"Horde",406,"0 years 9 months 3 days",667114,1765,848.5
"Jatwaztroz",8,0,7,"WoD","Generation",1455,343,"Horde",0,"12 years 11 months 22 days",310726,-1,
"Drewellia",10,1,8,"Evermoon","Unicorns",1455,323,"Horde",395,"0 years 9 months 7 days",857497,4030,766
"Rollbade",5,0,4,"Evermoon","Horizon",1455,320,"Horde",303,"0 years 1 months 28 days",628531,4470,851.19
"Däzzo",1,0,6,"WoD","Drunken Legio",1455,315,"Alliance",0,"12 years 10 months 7 days",361092,-1,
"Nekonyaa",4,1,3,"Evermoon","Wayang",1455,313,"Alliance",0,"5 years 7 months 19 days",1011936,-1,
"Hëa",4,1,4,"Tauri","Defenders of Sylvanas",1455,307,"Alliance",0,"6 years 8 months 29 days",994462,-1,
"Konfuccio",5,0,6,"Evermoon","EL CARTEL DE AZEROTH",1455,303,"Horde",0,"2 years 2 months 30 days",1136307,-1,
"Vradryudrer",1,1,5,"Evermoon","Darkness Falls",1455,298,"Alliance",0,"5 years 1 months 16 days",892227,-1,
"Sultanpasha",8,0,6,"Evermoon","Los Mexicano",1455,294,"Horde",192,"6 years 1 months 5 days",340302,2485,
"就爱翕翕",2,1,10,"WoD","王者",1455,294,"Horde",0,"6 years 3 months 22 days",1500032,-1,
"Ryorena",10,1,2,"Tauri","StudentsOfDeatH",1455,293,"Horde",227,"9 years 6 months 7 days",895246,9190,
"Tartadefresa",7,1,5,"Evermoon","La Cruzada Escarlata",1455,293,"Alliance",125,"2 years 10 months 16 days",378503,-1,
"Patodonald",2,0,1,"Evermoon","Academy gehenna",1455,284,"Horde",245,"0 years 8 months 7 days",201200,6800,743.06
"Flaomal",4,1,12,"Evermoon","Pick and Mix",1455,278,"Alliance",152,"0 years 8 months 0 days",80470,12310,759.69
"Evonseb",1,0,1,"WoD","Eternal Legion",1455,273,"Alliance",0,"12 years 2 months 21 days",409440,-1,
"Hudas",2,0,6,"WoD","The Sanctuary",1455,247,"Horde",0,"7 years 0 months 26 days",136601,-1,
"Vegans",4,1,11,"WoD","BRAZZERZ",1455,242,"Alliance",0,"9 years 6 months 18 days",216469,-1,
"Soie",5,1,8,"Evermoon","Siege",1455,237,"Horde",128,"7 years 1 months 2 days",1267746,4010,
"Lwen",5,0,5,"Evermoon","Hun",1455,226,"Horde",243,"3 years 10 months 1 days",606103,-1,
"Raycerr",6,0,11,"Evermoon","Hollywood Undead",1455,222,"Horde",326,"0 years 9 months 20 days",275024,3990,759.81
"Ksylokopos",1,0,1,"Evermoon","Fovou tous Ellines",1455,210,"Alliance",595,"6 years 7 months 26 days",969349,6690,
"Warlyuk",7,0,1,"WoD","Sub Zero",1455,192,"Alliance",124,"8 years 9 months 15 days",274701,-1,
"Асидиси",1,0,8,"Evermoon","russoturisto",1455,180,"Alliance",186,"5 years 7 months 18 days",1280061,-1,
"Cacaopala",10,0,2,"Tauri","Fragile",1455,172,"Horde",0,"6 years 3 months 22 days",790851,-1,
"Boyhunter",4,1,3,"Tauri","Sleeping Knights",1455,165,"Alliance",0,"16 years 6 months 8 days",1552155,-1,
"Foerended",2,0,1,"WoD","FireDragons",1455,155,"Horde",0,"6 years 5 months 7 days",453344,-1,
"Nylså",8,1,11,"Evermoon","Chicken Squad",1455,150,"Horde",0,"6 years 6 months 17 days",1124828,-1,
"Cørønä",8,0,11,"Evermoon","Light of the Immortals",1455,149,"Horde",262,"3 years 7 months 14 days",556652,7810,
"Jociduduja",6,0,11,"WoD","Burning Darkness",1455,148,"Horde",0,"11 years 10 months 7 days",1094728,-1,
"Redness",10,1,2,"WoD","Sweethearts",1455,148,"Horde",0,"7 years 1 months 5 days",659575,-1,
"Adarin",10,0,5,"WoD","CATS",1455,145,"Horde",0,"11 years 3 months 27 days",332572,-1,
"Drakosh",2,0,1,"Evermoon","YOU DIED TO A FURRY XD",1455,144,"Horde",391,"4 years 10 months 4 days",442218,18030,
"Harmony",25,1,5,"Evermoon","Yang",1455,140,"Alliance",133,"4 years 8 months 13 days",928851,2220,
"Centenarioca",4,0,3,"Evermoon","Cara Máxima",1455,139,"Alliance",326,"0 years 3 months 14 days",420474,2655,777.13
"Chorizz",6,0,11,"Evermoon","Asfrawor",1455,138,"Horde",425,"0 years 9 months 13 days",819914,2845,841.75
"Shiverack",2,0,7,"Evermoon","Prodigy",1455,126,"Horde",0,"9 years 4 months 20 days",818438,-1,
"Demetros",5,0,9,"Evermoon","The Dark Exile",1455,110,"Horde",193,"7 years 8 months 15 days",858275,7030,
"Gwynbleiidd",10,0,12,"Evermoon","Virulent",1455,108,"Horde",116,"0 years 2 months 13 days",106207,2290,
